image_0831,0.43990384615384615,0.3894230769230769,1.0,1.0,1
image_0789,0.2091346153846154,0.53125,0.38221153846153844,0.6610576923076923,1
image_0789,0.3701923076923077,0.36778846153846156,0.5528846153846154,0.5096153846153846,1
image_0789,0.5504807692307693,0.5432692307692307,0.9038461538461539,0.84375,1
image_0213,0.2994791666666667,0.30439814814814814,0.7690972222222222,0.59375,0
image_0488,0.6057692307692307,0.34134615384615385,0.8918269230769231,0.8653846153846154,1
image_0488,0.25721153846153844,0.6274038461538461,0.59375,1.0,0
image_0696,0.2692307692307692,0.20673076923076922,0.47836538461538464,0.4639423076923077,1
image_0696,0.5480769230769231,0.5865384615384616,0.78125,0.8605769230769231,1
image_0586,0.27163461538461536,0.5432692307692307,0.625,0.8004807692307693,1
image_0330,0.15658602150537634,0.21729390681003585,0.65625,0.7329749103942652,0
image_0356,0.24260752688172044,0.5309139784946236,0.6619623655913979,0.7903225806451613,0
image_0576,0.31009615384615385,0.43509615384615385,0.7283653846153846,0.7451923076923077,1
image_0153,0.4010416666666667,0.39467592592592593,0.5842013888888888,0.5590277777777778,0
image_0528,0.17307692307692307,0.19951923076923078,0.7644230769230769,0.7932692307692307,1
image_0398,0.1658653846153846,0.30528846153846156,0.4831730769230769,0.5360576923076923,1
image_0398,0.7043269230769231,0.3076923076923077,0.8653846153846154,0.4375,1
image_0398,0.6225961538461539,0.5,0.7956730769230769,0.6322115384615384,1
image_0237,0.3125,0.33217592592592593,0.640625,0.6759259259259259,0
image_0743,0.0985576923076923,0.09615384615384616,0.9110576923076923,0.9278846153846154,1
image_0753,0.37740384615384615,0.38461538461538464,0.5649038461538461,0.6370192307692307,1
image_0417,0.46153846153846156,0.4639423076923077,0.6850961538461539,0.7427884615384616,1
image_0417,0.4182692307692308,0.07932692307692307,0.5793269230769231,0.25721153846153844,1
image_0417,0.34375,0.004807692307692308,0.43509615384615385,0.16346153846153846,0
image_0691,0.06009615384615385,0.08653846153846154,0.8293269230769231,0.8004807692307693,1
image_0545,0.14423076923076922,0.18269230769230768,0.8149038461538461,0.8461538461538461,1
image_0248,0.3585069444444444,0.2175925925925926,0.7126736111111112,0.7349537037037037,0
image_0074,0.194375,0.2708333333333333,0.788125,0.725,0
image_0406,0.24278846153846154,0.3485576923076923,0.6923076923076923,0.6826923076923077,1
image_0065,0.274375,0.3233333333333333,0.678125,0.7483333333333333,0
image_0570,0.20192307692307693,0.20432692307692307,0.6129807692307693,0.6947115384615384,1
image_0045,0.39375,0.3375,0.933125,0.8225,0
image_0036,0.270625,0.33,0.741875,0.7925,0
image_0483,0.009615384615384616,0.40384615384615385,0.9855769230769231,0.9350961538461539,1
image_0139,0.3368055555555556,0.3090277777777778,0.6154513888888888,0.5798611111111112,0
image_0550,0.22115384615384615,0.3918269230769231,0.6225961538461539,0.7620192307692307,1
image_0504,0.34615384615384615,0.28125,0.6875,0.5384615384615384,1
image_0504,0.4182692307692308,0.6105769230769231,0.6466346153846154,0.75,1
image_0678,0.18990384615384615,0.3894230769230769,0.40625,0.6947115384615384,1
image_0853,0.038461538461538464,0.04326923076923077,0.9639423076923077,0.9615384615384616,1
image_0544,0.37740384615384615,0.4423076923076923,0.7692307692307693,0.7355769230769231,1
image_0565,0.08413461538461539,0.0889423076923077,0.9326923076923077,0.8822115384615384,1
image_0492,0.5528846153846154,0.09615384615384616,0.84375,0.5889423076923077,1
image_0492,0.37740384615384615,0.6490384615384616,0.5673076923076923,1.0,0
image_0421,0.2620192307692308,0.4639423076923077,0.4807692307692308,0.6274038461538461,1
image_0421,0.6225961538461539,0.4639423076923077,0.7259615384615384,0.5528846153846154,1
image_0421,0.5721153846153846,0.59375,0.6995192307692307,0.6875,1
image_0391,0.4375,0.16105769230769232,0.8413461538461539,0.7548076923076923,1
image_0234,0.2986111111111111,0.2361111111111111,0.6232638888888888,0.6354166666666666,0
